,name,position,birthday,birthplace,pre_team
15,神谷優太,MF,1997/04/24,山形県,ＯＳＡフォルトナ山形－ＳＦＣジェラーレ－東京ヴェルディジュニア－東京ヴェルディＪｒユース－東京ヴェルディユース－青森山田高－湘南ベルマーレ－愛媛ＦＣ－湘南ベルマーレ－愛媛ＦＣ－湘南ベルマーレ－柏レイソル
16,白崎凌兵,MF,1993/05/18,東京都,東京ＢＩＧスポーツクラブ－横河武蔵野ＦＣ－ＦＣ東京Ｕ－１５むさし－山梨学院大附属高－清水エスパルス－カターレ富山－清水エスパルス－カターレ富山－清水エスパルス－鹿島アントラーズ－サガン鳥栖－鹿島アントラーズ
17,ディサロ燦シルヴァーノ,FW,1996/04/02,東京都,バディＳＣ－チェドラテーゼ－三菱養和ＳＣ巣鴨－三菱養和ＳＣユース－法政大－ギラヴァンツ北九州
18,オセフン,FW,1999/01/15,大韓民国,大韓民国
19,権田修一,GK,1989/03/03,東京都,さぎぬまＳＣ－ＦＣ東京Ｕ－１５－ＦＣ東京Ｕ－１８－ＦＣ東京－ＳＶホルン／オーストリア－サガン鳥栖－ポルティモネンセＳＣ／ポルトガル－清水エスパルス－ポルティモネンセＳＣ／ポルトガル
20,ヘナトアウグスト,MF,1992/01/29,ブラジル,ブラジル
21,鈴木唯人,MF,2001/10/25,神奈川県,横浜Ｆ・マリノスプライマリー追浜－葉山中－市立船橋高
22,菊地脩太,DF,2003/08/16,静岡県,清水クラブＳＳ－清水エスパルスＪｒユース－清水エスパルスユース
23,永井堅梧,GK,1994/11/06,埼玉県,新座片山ＦＣ少年団－三菱養和巣鴨Ｊｒユース－三菱養和ＳＣ－松本山雅ＦＣ－カターレ富山－松本山雅ＦＣ－カターレ富山－松本山雅ＦＣ－カターレ富山－松本山雅ＦＣ－カターレ富山－松本山雅ＦＣ－徳島ヴォルティス－松本山雅ＦＣ－ギラヴァンツ北九州－松本山雅ＦＣ
24,滝裕太,MF,1999/08/29,静岡県,ＦＣアスルクラロ沼津－清水エスパルスＪｒユース－清水エスパルスユース－清水エスパルス－カターレ富山
25,山原怜音,DF,1999/06/08,京都府,京都紫光ＳＣ－ＪＦＡアカデミー福島Ｕ－１５－ＪＦＡアカデミー福島Ｕ－１８－筑波大
26,梅田透吾,GK,2000/07/23,静岡県,長泉アミーゴス－清水エスパルスＪｒユース－清水エスパルスユース－清水エスパルス－ファジアーノ岡山－清水エスパルス－ファジアーノ岡山
27,ベンジャミンコロリ,MF,1992/05/15,スイス,コソボ共和国
28,栗原イブラヒムジュニア,FW,2001/08/14,埼玉県,栗の実ＳＣ－三菱養和ＳＣ巣鴨ジュニア－三菱養和ＳＣ巣鴨Ｊｒユース－三菱養和ＳＣユース－清水エスパルス－アスルクラロ沼津－清水エスパルス－鈴鹿ポイントゲッターズ
29,髙橋大悟,MF,1999/04/17,鹿児島県,宮浦ＳＳＳ－神村学園中－神村学園高－清水エスパルス－ギラヴァンツ北九州－清水エスパルス－ギラヴァンツ北九州－清水エスパルス－ギラヴァンツ北九州
30,井林章,DF,1990/09/05,広島県,コスモ東広島Ｆ．Ｃ－サンフレッチェびんごＪｒユースＦ．Ｃ－広島皆実高－関西学院大－東京ヴェルディ－サンフレッチェ広島
31,川谷凪,MF,2003/07/06,大阪府,ＴＳＫ粟生ＳＣ－千里丘ＦＣ－静岡学園高
32,成岡輝瑠,MF,2002/07/28,静岡県,ＳＥＮＡ．ＦＣ－清水エスパルスＪｒユース－清水エスパルスユース－清水エスパルス－ＳＣ相模原
33,北村風月,GK,2005/12/06,東京都,東京ヴェルディＪｒユース
34,安藤阿雄依,FW,2005/01/04,千葉県,ヴィットーリアスＦＣ
35,山田理矩,MF,2004/05/15,静岡県,清水エスパルスＪｒユース
36,矢田龍之介,MF,2006/09/30,北海道,１ＦＣ川越水上公園
37,鈴木義宜,DF,1992/09/11,宮崎県,広瀬サッカースポーツ少年団－宮崎日大中－宮崎日大高－宮崎産業経営大－大分トリニータ
