,name,position,birthday,birthplace,pre_team
16,松原修平,GK,1992/08/11,北海道,函館シーガル－コンサドーレ札幌ユース・Ｕ－１５－コンサドーレ札幌ユース・Ｕ－１８－ファジアーノ岡山－ファジアーノ岡山ネクスト－ファジアーノ岡山－ファジアーノ岡山ネクスト－ファジアーノ岡山－ファジアーノ岡山ネクスト－ファジアーノ岡山－ファジアーノ岡山ネクスト－ファジアーノ岡山－カマタマーレ讃岐－ザスパクサツ群馬－湘南ベルマーレ－ザスパクサツ群馬－京都サンガF.C.
17,大谷幸輝,GK,1989/04/08,熊本県,タイケンＳＣ熊本－ブレイズ熊本－リベルタ北熊本－ベアーズＦＣエスパーダ－ランザ熊本－浦和レッズユース－浦和レッズ－ギラヴァンツ北九州－浦和レッズ－アルビレックス新潟
18,興梠慎三,FW,1986/07/31,宮崎県,宮崎東ＳＳＳ－東大宮中－鵬翔高－鹿島アントラーズ－浦和レッズ
19,中村桐耶,DF,2000/07/23,北海道,コンサドーレ札幌Ｕ－１２－ＡＳＣ北海道－北海道コンサドーレ札幌Ｕ－１８－北海道コンサドーレ札幌－Ｈｏｎｄａ　ＦＣ－北海道コンサドーレ札幌－Ｈｏｎｄａ　ＦＣ
20,荒野拓馬,MF,1993/04/20,北海道,札幌ＦＣ－コンサドーレ札幌Ｕ－１５－コンサドーレ札幌Ｕ－１８
21,井川空,MF,2000/01/15,北海道,プログレッソ十勝Ｕ－１２－プログレッソ十勝Ｕ－１５－北海道コンサドーレ札幌Ｕ－１８－筑波大
22,田中宏武,MF,1999/04/15,群馬県,前橋ＳＣ－桐生第一高－立正大
23,ミラントゥチッチ,FW,1996/08/15,スロベニア,スロベニア
24,ドウグラスオリヴェイラ,FW,1995/01/16,ブラジル,ブラジル
25,中野小次郎,GK,1999/03/05,徳島県,ＵＳＦＣ－徳島ヴォルティスＪｒユース－徳島ヴォルティスユース－法政大
26,佐々木奏太,MF,2005/02/19,北海道,清田南サッカースポーツ少年団－北海道コンサドーレ札幌Ｕ－１５
27,漆舘拳大,FW,2004/04/22,北海道,ＤＯＨＯＴＯ　Ｊｒ　Ｕ－１２－ＤＯＨＯＴＯ　Ｊｒユース
28,ベンマムンアミン,GK,2004/10/21,北海道,宮の森サッカー少年団－北海道コンサドーレ札幌Ｕ－１５
29,小野伸二,MF,1979/09/27,静岡県,今沢サッカースポーツ少年団－今沢中－清水商業高－浦和レッズ－フェイエノールト／オランダ－浦和レッズ－ＶｆＬボーフム／ドイツ－清水エスパルス－ウェスタンシドニーワ／オーストラリア－北海道コンサドーレ札幌－ＦＣ琉球
30,中島大嘉,FW,2002/06/08,大阪府,アイリスＦＣ住吉－ＲＩＰ　ＡＣＥ　ＳＣ　Ｕ－１５－国見高
31,西野奨太,DF,2004/05/28,北海道,北海道コンサドーレ札幌Ｕ－１２－北海道コンサドーレ札幌Ｕ－１５
32,岡村大八,DF,1997/02/15,東京都,バディＦＣ世田谷－キンダー善光ＳＣ－ＦＣ　ＨＯＲＴＥＮＣＩＡ－前橋育英高－立正大－ザスパクサツ群馬－テゲバジャーロ宮崎－ザスパクサツ群馬
