,name,position,birthday,birthplace,pre_team
24,田中隼人,DF,2003/11/01,千葉県,ミナトＳＣ－柏レイソルＵ－１５－柏レイソルＵ－１８
25,大嶽拓馬,DF,2002/08/08,茨城県,ＦＣ石岡－柏レイソルＵ－１５－柏レイソルＵ－１８
26,土屋巧,MF,2003/10/25,栃木県,ともぞうＳＣジュニア－ヴェルフェたかはら那須－ウイングスＳＣ－日本体育大柏高
27,真家英嵩,FW,2003/07/28,千葉県,ラビットキッカーズ－柏レイソルＵ－１２－柏レイソルＵ－１５－柏レイソルＵ－１８
28,山田雄士,MF,2000/05/17,千葉県,ＦＣ高津－柏レイソルＵ－１５－柏レイソルＵ－１８
29,鵜木郁哉,FW,2001/07/04,神奈川県,ＦＣ佐倉－柏レイソルＵ－１２－柏レイソルＵ－１５－柏レイソルＵ－１８
30,升掛友護,FW,2003/08/24,埼玉県,浦和文蔵サッカースポーツ少年団－柏レイソルＵ－１５－柏レイソルＵ－１８
31,森海渡,FW,2000/06/07,千葉県,六実ＳＣ－柏レイソルＵ－１２－柏レイソルＵ－１５－柏レイソルＵ－１８－筑波大
32,落合陸,MF,1999/05/23,埼玉県,尾間木サッカースポーツ少年団－柏レイソルＵ－１２－柏レイソルＵ－１５－柏レイソルＵ－１８－ＶＯＮＤＳ市原ＦＣ－東京国際大在学中
33,ハーパータイガオリバー,GK,2005/05/31,オーストラリア,ウエストアデレードＳ／オーストラリア－柏レイソルＵ－１２－柏レイソルＵ－１５
34,上島拓巳,DF,1997/02/05,千葉県,ユーカリが丘ＳＣ－柏レイソルＵ－１２－柏レイソルＵ－１５－柏レイソルＵ－１８－中央大－柏レイソル－アビスパ福岡
35,松本健太,GK,1997/05/04,千葉県,柏イーグルスＴＯＲ８２－柏レイソルＵ－１５－柏レイソルＵ－１８－東洋大－柏レイソル－大宮アルディージャ
36,ドウグラス,FW,1987/12/30,ブラジル,ブラジル
